h3,n_total,n_parking,severity_mean,severity_sum,n_days,peak_share,weekend_share,persistence,top_violation,area,junction,police_station,top_vehicle,lat,lon,cis_raw,CIS,class,rank,total_days
89618925b2fffff,630,630,0.48288888888888887,304.21999999999997,95,0.28095238095238095,0.30952380952380953,0.6291390728476821,WRONG PARKING,Bangalore Medical College & Research Institute,BTP104 - Medical College Circle,City Market,SCOOTER,12.958242867967453,77.57501437964191,168.49662657836643,61.16,Chronic,100,151
8960145b5c3ffff,541,541,0.47977818853974125,259.56,103,0.49722735674676527,0.2920517560073937,0.6821192052980133,WRONG PARKING,Balepete,BTP043 - Upparpet Junction,City Market,SCOOTER,12.971059485347478,77.57763586148468,167.81065074977658,61.11,Chronic,101,151
8960145b697ffff,619,619,0.4801227786752827,297.19599999999997,91,0.28109854604200324,0.3134087237479806,0.6026490066225165,WRONG PARKING,Rajiv Gandhi Colony,No Junction,Shivajinagar,SCOOTER,12.990229191548597,77.59841842632342,161.25448159282755,60.64,Chronic,102,151
8960145b3d3ffff,753,753,0.4406374501992032,331.8,54,0.4249667994687915,0.23107569721115537,0.3576158940397351,NO PARKING,Malleshwara Extension,No Junction,Malleshwaram,SCOOTER,13.006358679608425,77.56799836219616,157.01120455924644,60.32,Recurring,103,151
8960145b10fffff,493,493,0.5251987829614605,258.923,90,0.47058823529411764,0.3509127789046653,0.5960264900662252,WRONG PARKING,Dhobi Ghat Junction,BTP018 - Dhobi Ghat Junction,Vijayanagara,CAR,12.988247504861445,77.55024899689585,154.62353022204908,60.14,Chronic,104,151
896014594d3ffff,541,541,0.46535120147874304,251.755,89,0.4787430683918669,0.30129390018484287,0.5894039735099338,WRONG PARKING,Armane Nagar,No Junction,Sadashivanagar,CAR,13.028786617133447,77.57258599278444,150.17333213940339,59.8,Chronic,105,151
8960169019bffff,620,620,0.46933870967741936,290.99,90,0.17258064516129032,0.31451612903225806,0.5960264900662252,WRONG PARKING,Begur Chikkanahalli,No Junction,Devanahalli Airport,CAR,13.188813573113377,77.6812994656458,147.49394775475324,59.58,Chronic,106,151
8960145b4dbffff,494,494,0.4939392712550607,244.006,92,0.45546558704453444,0.3724696356275304,0.609271523178808,WRONG PARKING,Prestige Central,BTP211 - Central Street Junction,Shivajinagar,SCOOTER,12.979528676651015,77.60184944191849,146.11390952409045,59.47,Chronic,107,151
89618925957ffff,544,544,0.4590533088235294,249.725,96,0.3400735294117647,0.34191176470588236,0.6357615894039735,NO PARKING,Madhavan Circle,BTP218 - Syndicate Bank Junction,Wilson Garden,SCOOTER,12.937900440658,77.58490149940478,143.6356522691858,59.27,Chronic,108,151
89618925357ffff,518,518,0.4649382239382239,240.838,95,0.40540540540540543,0.33783783783783783,0.6291390728476821,NO PARKING,Manipal Hospital Junction,No Junction,Jeevanbheemanagar,PASSENGER AUTO,12.960120410127331,77.64847790899147,142.71300337211383,59.19,Chronic,109,151
8961892e55bffff,489,489,0.5618179959100205,274.729,80,0.294478527607362,0.20449897750511248,0.5298013245033113,NO PARKING,Doddanekundi,No Junction,Mahadevapura,MAXI-CAB,12.979197566101265,77.69458049784022,141.5647406329988,59.1,Chronic,110,151
8961892e28fffff,431,431,0.5596751740139211,241.22,91,0.39443155452436196,0.3874709976798144,0.6026490066225165,PARKING IN A MAIN ROAD,YSM Layout,No Junction,K.R. Pura,CAR,13.010198930448741,77.6981252860406,139.21086000522428,58.9,Chronic,111,151
8961892530bffff,630,630,0.4294285714285714,270.53999999999996,90,0.18253968253968253,0.2873015873015873,0.5960264900662252,NO PARKING,Anjaneya Techno Park,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,MAXI-CAB,12.959062323601188,77.64544922429569,137.94497029328284,58.79,Chronic,112,151
8960145a06bffff,590,590,0.5007966101694915,295.46999999999997,75,0.13559322033898305,0.5677966101694916,0.4966887417218543,NO PARKING,BR Pura,BTP096 - Gali Anjaneya Temple,Byatarayanapura,SCOOTER,12.95194839831039,77.54002092015361,134.93118944887192,58.53,Recurring,113,151
89618925983ffff,425,425,0.5097647058823529,216.64999999999998,82,0.6,0.38588235294117645,0.543046357615894,NO PARKING,Jayanagar,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,CAR,12.926141126000603,77.5853057699289,132.09050066225166,58.28,Chronic,114,151
8961892ed2fffff,545,545,0.4505045871559633,245.525,96,0.20917431192660552,0.3247706422018349,0.6357615894039735,NO PARKING,Craig Park Layout,No Junction,Halasur,PASSENGER AUTO,12.973061369991267,77.61739020563411,131.17380849383318,58.19,Chronic,115,151
89618924053ffff,518,518,0.4883108108108108,252.945,100,0.12162162162162163,0.2471042471042471,0.6622516556291391,WRONG PARKING,Chikka Biddappa Layout,No Junction,Hulimavu,CAR,12.893868074596934,77.63772012114136,130.82331698586006,58.16,Chronic,116,151
8960145b303ffff,551,551,0.47411978221415607,261.24,66,0.38838475499092556,0.4664246823956443,0.4370860927152318,WRONG PARKING,Rajaji Nagar,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,SCOOTER,13.008529268490514,77.55720481371395,130.6812273890939,58.15,Recurring,117,151
8960145b583ffff,548,548,0.5409032846715328,296.41499999999996,67,0.14416058394160583,0.36678832116788324,0.44370860927152317,WRONG PARKING,Chanda Nagar,"BTP083 - AS Char Street, Mysore Road",City Market,CAR,12.963592603741283,77.57329905534101,129.87496229032723,58.08,Recurring,118,151
89618925d97ffff,601,601,0.4301913477537438,258.545,51,0.5823627287853578,0.39767054908485855,0.33774834437086093,NO PARKING,Sarakki Industrial Layout,BTP130 - GD Mara Junction,Mico Layout,SCOOTER,12.907909448382473,77.60124501094569,129.78274682372646,58.07,Recurring,119,151
89618924203ffff,586,586,0.4493856655290102,263.34,79,0.2235494880546075,0.4232081911262799,0.5231788079470199,NO PARKING,The Metropolitan Cooperative Housing Society,No Junction,HSR Layout,MOTOR CYCLE,12.910984533466166,77.63560250473422,129.6111589177949,58.05,Chronic,120,151
8961892e907ffff,524,524,0.48946564885496185,256.48,37,0.7748091603053435,0.33587786259541985,0.24503311258278146,WRONG PARKING,Quadrant Square,BTP051 - Safina Plaza Junction,Shivajinagar,SCOOTER,12.984850592590833,77.60856005190705,127.6619767251403,57.87,Recurring,121,151
8961892ed2bffff,485,485,0.4532103092783505,219.807,93,0.3752577319587629,0.3731958762886598,0.6158940397350994,NO PARKING,Begum Mahal Junction,No Junction,Halasur,CAR,12.974119829068249,77.62041797846462,126.87955762845634,57.8,Chronic,122,151
89618920a3bffff,558,558,0.4888709677419355,272.79,49,0.45340501792114696,0.15949820788530467,0.32450331125827814,WRONG PARKING,Brigade Tech Gardens,No Junction,HAL Old Airport,MAXI-CAB,12.96412754800157,77.71962931827424,126.75938560136726,57.79,Recurring,123,151
89618925b03ffff,448,448,0.42421875,190.04999999999998,123,0.35267857142857145,0.3392857142857143,0.8145695364238411,NO PARKING,Dr Sri Shantaveera Swami Circle,BTP192 - Urvashi Theater,Wilson Garden,CAR,12.956068102101627,77.58580820442012,125.17093956953642,57.64,Chronic,124,151
89618920a23ffff,568,568,0.4892605633802817,277.9,54,0.32922535211267606,0.26936619718309857,0.3576158940397351,WRONG PARKING,Pebble Creek,No Junction,HAL Old Airport,MAXI-CAB,12.963069801662392,77.71659793883055,124.96453539781736,57.62,Recurring,125,151
8961892ecbbffff,423,423,0.5618203309692671,237.64999999999998,71,0.39952718676122934,0.5153664302600472,0.47019867549668876,PARKING IN A MAIN ROAD,The Junction,No Junction,Jeevanbheemanagar,CAR,12.971883301556439,77.64807571857924,123.16961987068088,57.45,Recurring,126,151
8960145b18bffff,444,444,0.4638063063063063,205.93,109,0.28378378378378377,0.3400900900900901,0.7218543046357616,NO PARKING,SSI Industrial Area,BTP010 - Rajajinagar Entrance,Magadi Road,SCOOTER,12.98181316981345,77.55736029358474,122.41242913907287,57.38,Chronic,127,151
89601458497ffff,439,439,0.45284738041002276,198.79999999999998,89,0.5056947608200456,0.3530751708428246,0.5894039735099338,NO PARKING,Ganga Government Quarters,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,SCOOTER,12.96799361739875,77.53487517932844,120.20056974762026,57.16,Chronic,128,151
8961892e01bffff,435,435,0.5493310344827586,238.95899999999997,48,0.6252873563218391,0.8344827586206897,0.31788079470198677,NO PARKING,VR Mall,No Junction,Mahadevapura,PASSENGER AUTO,12.994169116621704,77.69483736377013,120.00212845307146,57.14,Recurring,129,151
8960145b1a7ffff,508,508,0.44394881889763776,225.52599999999998,66,0.5,0.34448818897637795,0.4370860927152318,NO PARKING,Sindhya Sunshine Apartment,BTP068 - Veeresh Theatre Junction,Vijayanagara,SCOOTER,12.977577442578212,77.5452590949821,119.48397350993378,57.09,Recurring,130,151
896014586c7ffff,445,445,0.48842696629213483,217.35,76,0.45393258426966293,0.2808988764044944,0.5033112582781457,WRONG PARKING,Shankarmata Circle,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,CAR,13.000028978304872,77.5414225083323,119.24992901257534,57.07,Chronic,131,151
896014582dbffff,447,447,0.5445749440715884,243.42499999999998,59,0.4228187919463087,0.24608501118568232,0.39072847682119205,WRONG PARKING,Nandini Layout,No Junction,Rajajinagar,CAR,13.017155979466725,77.53088068376357,118.78239828436817,57.02,Recurring,132,151
8960145a30bffff,680,680,0.48686029411764703,331.065,17,0.40588235294117647,0.2073529411764706,0.11258278145695365,WRONG PARKING,Sri Basaveshwara HBCS,BTP017 - Attiguppe Circle,Byatarayanapura,SCOOTER,12.959469114076068,77.52751727148758,118.00410184651345,56.94,Sporadic,133,151
8961892e997ffff,467,467,0.4302676659528908,200.935,105,0.291220556745182,0.3147751605995717,0.695364238410596,NO PARKING,WEBBS Circle Junction,No Junction,Halasur,CAR,12.97520764800235,77.61501862776264,117.65296046910674,56.91,Chronic,134,151
8960145b113ffff,398,398,0.46449748743718594,184.87,99,0.5,0.314070351758794,0.6556291390728477,WRONG PARKING,Bhashyam Circle,BTP061 - Bhashyam Circle,Rajajinagar,CAR,12.983958034076954,77.5549898310549,117.33735629139073,56.88,Chronic,135,151
8960145b02fffff,549,549,0.4537887067395264,249.13,41,0.5901639344262295,0.23861566484517305,0.271523178807947,NO PARKING,Nagappa Block,No Junction,Sheshadripuram,SCOOTER,12.995687681902316,77.5630065542416,117.24878406253393,56.87,Recurring,136,151
8961892e483ffff,487,487,0.5037987679671457,245.35,77,0.16427104722792607,0.2546201232032854,0.5099337748344371,WRONG PARKING,SJR Brooklyn Apartment,No Junction,HAL Old Airport,CAR,12.970573034648806,77.71250887103814,115.30559177012928,56.67,Chronic,137,151
8961892086bffff,395,395,0.6305493670886075,249.06699999999998,46,0.46835443037974683,0.2683544303797468,0.304635761589404,PARKING IN A MAIN ROAD,Samhita Rainbow MTB Apartment,No Junction,Whitefield,SCOOTER,12.951302116841699,77.71699781035542,114.28394091709279,56.57,Recurring,138,151
8960145b25bffff,407,407,0.46574938574938574,189.56,84,0.538083538083538,0.257985257985258,0.5562913907284768,WRONG PARKING,HGH Layout,No Junction,R.T. Nagar,CAR,13.024471752507864,77.58575336254034,113.3943681989033,56.47,Chronic,139,151
896189219cfffff,553,553,0.5414556962025316,299.425,30,0.29294755877034356,0.0705244122965642,0.1986754966887417,WRONG PARKING,Sadaramangala Industrial Area,No Junction,Mahadevapura,MOTOR CYCLE,12.987597932862963,77.73570523171428,111.49483577835527,56.27,Sporadic,140,151
8961892c9c7ffff,432,432,0.4631018518518519,200.06,87,0.3611111111111111,0.32175925925925924,0.5761589403973509,WRONG PARKING,Vinayaka Nagar,No Junction,Hebbala,PASSENGER AUTO,13.03728868400129,77.5883761716097,111.05906195732156,56.23,Chronic,141,151
89618925c03ffff,527,527,0.42491461100569256,223.92999999999998,62,0.4174573055028463,0.2523719165085389,0.4105960264900662,NO PARKING,Koramangala,BTP137 - Madiwala Traffic PS Junction,Madiwala,CAR,12.926016584498955,77.61900292915767,111.01223450997146,56.22,Recurring,142,151
8960145b5d3ffff,360,360,0.4865972222222222,175.17499999999998,88,0.5611111111111111,0.35833333333333334,0.5827814569536424,WRONG PARKING,Avenue Circle,BTP038 - Mysore Bank Junction,City Market,SCOOTER,12.968913927498763,77.58000667150064,108.26871979396613,55.93,Chronic,143,151
89618925a23ffff,633,633,0.4239810426540284,268.38,48,0.20537124802527645,0.26540284360189575,0.31788079470198677,NO PARKING,Divyasree Chambers,BTP172 - Nanjappa Circle,Ashok Nagar,SCOOTER,12.963506095880321,77.59857039427168,108.14762429302283,55.91,Recurring,144,151
8961892420fffff,454,454,0.48722466960352423,221.2,68,0.30837004405286345,0.3854625550660793,0.4503311258278146,WRONG PARKING,HSR Layout,No Junction,HSR Layout,SCOOTER,12.91313222590844,77.6332310466107,107.23485859322577,55.81,Recurring,145,151
8960145b08fffff,397,397,0.44591939546599496,177.03,100,0.37531486146095716,0.28967254408060455,0.6622516556291391,NO PARKING,Seshadripuram Police Station Junction,BTP054 - Shivananda Circle,Sheshadripuram,CAR,12.988166741659498,77.57551580880667,105.88406248185898,55.66,Chronic,146,151
8961892e9b7ffff,406,406,0.47158866995073895,191.465,76,0.45320197044334976,0.42610837438423643,0.5033112582781457,WRONG PARKING,Cauvery Junction,BTP051 - Safina Plaza Junction,Cubbon Park,SCOOTER,12.975236734693159,77.60659217623126,105.00874283104427,55.57,Chronic,147,151
8960145b007ffff,357,357,0.45519607843137255,162.505,88,0.6050420168067226,0.38095238095238093,0.5827814569536424,NO PARKING,Mill Corner Junction,No Junction,Malleshwaram,CAR,12.992456939671657,77.57077409979827,102.5786472925594,55.29,Chronic,148,151
896189259bbffff,493,493,0.42496957403651114,209.51,57,0.4482758620689655,0.29411764705882354,0.37748344370860926,NO PARKING,Shri Vinayaka Circle,"BTP189 - New Diagonal Road, Jayanagar",Jayanagara,SCOOTER,12.927229543319747,77.57990926552993,102.28910701073303,55.26,Recurring,149,151
8960145b11bffff,393,393,0.4587404580152672,180.285,97,0.29770992366412213,0.2926208651399491,0.6423841059602649,WRONG PARKING,Rajaji Nagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar,CAR,12.987161835267756,77.55564487253253,101.82324726757999,55.2,Chronic,150,151
8960145a2cfffff,377,377,0.47579575596816975,179.375,84,0.41644562334217505,0.22811671087533156,0.5562913907284768,NO PARKING,JJR Nagar Circle,No Junction,Magadi Road,SCOOTER,12.965794056749823,77.55408517514634,100.89768914574806,55.1,Chronic,151,151
8960145b4b3ffff,441,441,0.4462380952380952,196.791,74,0.34467120181405897,0.23582766439909297,0.4900662251655629,NO PARKING,Hudson Circle,BTP076 - Hudson Circle,Halasuru Gate,SCOOTER,12.968885400675415,77.58843043512006,100.77864784610532,55.08,Recurring,152,151
8961892eca3ffff,383,383,0.5068146214099216,194.10999999999999,78,0.3185378590078329,0.6370757180156658,0.5165562913907285,NO PARKING,Old Thippasandra,No Junction,Jeevanbheemanagar,CAR,12.970825032397935,77.64504693334096,100.24162210502654,55.02,Chronic,153,151
8960145b097ffff,407,407,0.44364864864864867,180.565,86,0.36609336609336607,0.32678132678132676,0.5695364238410596,NO PARKING,Padmashree RMP Aaradhya Circle,BTP054 - Shivananda Circle,High ground,CAR,12.982817365662592,77.57723127422814,99.96961231430106,54.99,Chronic,154,151
89618920a37ffff,458,458,0.4944323144104803,226.45,58,0.23580786026200873,0.3471615720524017,0.3841059602649007,WRONG PARKING,Maruthi Emerald,No Junction,HAL Old Airport,CAR,12.959863480153562,77.71594009011828,99.12745770554382,54.89,Recurring,155,151
8960145b5cfffff,358,358,0.47709497206703905,170.79999999999998,84,0.46089385474860334,0.3435754189944134,0.5562913907284768,WRONG PARKING,Upparpet Junction,BTP043 - Upparpet Junction,Upparpet,CAR,12.973204957372749,77.5752650816959,98.30254378630357,54.79,Chronic,156,151
89618925a5bffff,422,422,0.4316943127962085,182.17499999999998,87,0.2938388625592417,0.3246445497630332,0.5761589403973509,NO PARKING,Mittal Towers,BTP141 - Palmgroove Junction,Halasur,CAR,12.972002910151469,77.61436255651213,97.47508919996231,54.69,Chronic,157,151
8960145b42fffff,395,395,0.46465822784810124,183.54,85,0.2810126582278481,0.3012658227848101,0.5629139072847682,WRONG PARKING,Railway Officers Enclave,BTP058 - Subbanna Junction,Upparpet,CAR,12.98067201233866,77.57960216674402,96.46415589571632,54.57,Chronic,158,151
8960145845bffff,345,345,0.5055217391304347,174.405,70,0.4985507246376812,0.28405797101449276,0.46357615894039733,WRONG PARKING,Havanur Circle,BTP208 - Havanur Circle,Vijayanagara,CAR,12.987214761433934,77.53880335529601,94.54903652173911,54.33,Recurring,159,151
89618925123ffff,575,575,0.42815652173913044,246.19,34,0.29043478260869565,0.46956521739130436,0.2251655629139073,NO PARKING,ST Bed Layout Extension,No Junction,Adugodi,CAR,12.93345253875046,77.63176943519346,94.34596249467319,54.3,Recurring,160,151
8960145b0cbffff,303,303,0.500016501650165,151.505,68,0.8118811881188119,0.3201320132013201,0.4503311258278146,NO PARKING,RV Layout,BTP032 - Windsor Circle,Sheshadripuram,CAR,12.996693010775866,77.58287971151503,93.89793327650646,54.25,Recurring,161,151
89618925913ffff,346,346,0.45512138728323703,157.472,81,0.5260115606936416,0.5838150289017341,0.5364238410596026,NO PARKING,Da Ra Bendre Circle,BTP219 - Canara Bank Junction,Jayanagara,CAR,12.931491811934931,77.58359060435983,92.12018564483405,54.02,Chronic,162,151
8960145844bffff,358,358,0.4972346368715084,178.01,62,0.5,0.26256983240223464,0.4105960264900662,WRONG PARKING,Havanur Circle,BTP208 - Havanur Circle,Vijayanagara,SCOOTER,12.98935914312988,77.53643321778709,92.04649536423841,54.01,Recurring,163,151
89618925a7bffff,334,334,0.5168263473053892,172.62,79,0.3502994011976048,0.4940119760479042,0.5231788079470199,NO PARKING,Brigade Road Junction,No Junction,Ashok Nagar,CAR,12.972032127409175,77.60593625462373,91.20841851132174,53.9,Chronic,164,151
89618920ba3ffff,366,366,0.5221721311475409,191.11499999999998,52,0.4644808743169399,0.12568306010928962,0.3443708609271523,NO PARKING,Soulspace Paradigm,No Junction,HAL Old Airport,CAR,12.948162788264312,77.69947024215966,91.10057066550863,53.89,Recurring,165,151
8960145b10bffff,458,458,0.48663755458515284,222.88,65,0.04585152838427948,0.27074235807860264,0.4304635761589404,WRONG PARKING,KEB Quarters,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,PASSENGER AUTO,12.989306573982473,77.5532744027143,90.72109995083721,53.84,Recurring,166,151
8961892cb4bffff,358,358,0.46555865921787704,166.67,57,0.5782122905027933,0.4106145251396648,0.37748344370860926,WRONG PARKING,Vista Pixel,No Junction,Kodigehalli,CAR,13.071475599529276,77.59256261062075,86.80035967294387,53.32,Recurring,167,151
8960145b1abffff,402,402,0.471455223880597,189.525,59,0.3009950248756219,0.5149253731343284,0.39072847682119205,WRONG PARKING,GEF Block,"BTP024 - NPS, Vijayanagar",Magadi Road,CAR,12.981840079101731,77.54893911965907,86.62187328259365,53.3,Recurring,168,151
896014586d3ffff,352,352,0.4846704545454545,170.60399999999998,70,0.3522727272727273,0.1875,0.46357615894039733,WRONG PARKING,Manjunatha Nagar,BTP205 - Modi Hospital Junction,Vijayanagara,SCOOTER,12.998943923006399,77.5468180846953,85.71900917519567,53.17,Recurring,169,151
